State: [[ 0.60972727  1.          0.63196874  1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -5, Episode: 1, Step: 2
State: [[  1.    1.    1.    1.    0.5 -37.    0.5]], Action: 0, Reward: 25, Score: 33492.0, Episode: 1, Step: 5515
State: [[  1.     1.     1.     1.     0.75 -37.25   0.25]], Action: 4, Reward: -50, Score: 33442.0, Episode: 1, Step: 5516
State: [[  1.           1.           1.           0.40566018   0.25
  -37.5          0.75      ]], Action: 4, Reward: -50, Score: 33392.0, Episode: 1, Step: 5517
State: [[  1.           1.           1.           0.40481826   0.25
  -37.75         0.75      ]], Action: 0, Reward: 25, Score: 33417.0, Episode: 1, Step: 5518
State: [[  1.    1.    1.    1.    0.5 -38.    0.5]], Action: 0, Reward: 25, Score: 33442.0, Episode: 1, Step: 5519
State: [[  1.     1.     1.     1.     0.75 -38.25   0.25]], Action: 0, Reward: 25, Score: 33467.0, Episode: 1, Step: 5520
State: [[  1.    1.    1.    1.    1.  -38.5   0. ]], Action: 4, Reward: -50, Score: 33417.0, Episode: 1, Step: 5521
State: [[  1.     1.     1.     1.     1.25 -38.75  -0.25]], Action: 4, Reward: -9.375, Score: 33407.625, Episode: 1, Step: 5522
State: [[  1.           1.           1.           0.40499903   0.25
  -39.           0.75      ]], Action: 4, Reward: -11.25, Score: 33396.375, Episode: 1, Step: 5523
State: [[ 1.0000000e+00  1.0000000e+00  1.0000000e+00  2.0293983e-02
   2.5000000e-01 -3.9250000e+01  7.5000000e-01]], Action: 0, Reward: 25, Score: 33421.375, Episode: 1, Step: 5524
State: [[  1.           1.           1.           0.40479055   0.25
  -39.5          0.75      ]], Action: 0, Reward: 25, Score: 33446.375, Episode: 1, Step: 5525
State: [[  1.           1.           1.           0.40565726   0.25
  -39.75         0.75      ]], Action: 0, Reward: 25, Score: 33471.375, Episode: 1, Step: 5526
State: [[  1.    1.    1.    1.    0.5 -40.    0.5]], Action: 0, Reward: 25, Score: 33496.375, Episode: 1, Step: 5527
State: [[  1.     1.     1.     1.     0.75 -40.25   0.25]], Action: 0, Reward: 25, Score: 33521.375, Episode: 1, Step: 5528
State: [[  1.    1.    1.    1.    1.  -40.5   0. ]], Action: 4, Reward: -50, Score: 33471.375, Episode: 1, Step: 5529
State: [[  1.     1.     1.     1.     1.25 -40.75  -0.25]], Action: 4, Reward: -9.375, Score: 33462.0, Episode: 1, Step: 5530
State: [[  1.          1.          1.          0.4053046   0.25      -41.
    0.75     ]], Action: 4, Reward: -11.25, Score: 33450.75, Episode: 1, Step: 5531
State: [[  1.          1.          1.          0.4040597   0.25      -41.25
    0.75     ]], Action: 0, Reward: 25, Score: 33475.75, Episode: 1, Step: 5532
State: [[  1.           1.           1.           0.40509839   0.25
  -41.5          0.75      ]], Action: 0, Reward: 25, Score: 33500.75, Episode: 1, Step: 5533
State: [[  1.     1.     1.     1.     0.5  -41.75   0.5 ]], Action: 0, Reward: 25, Score: 33525.75, Episode: 1, Step: 5534
State: [[  1.     1.     1.     1.     0.75 -42.     0.25]], Action: 4, Reward: -50, Score: 33475.75, Episode: 1, Step: 5535
State: [[  1.           1.           1.           0.40468075   0.25
  -42.25         0.75      ]], Action: 4, Reward: -50, Score: 33425.75, Episode: 1, Step: 5536
State: [[ 1.00000000e+00  1.00000000e+00  1.00000000e+00  2.01876468e-02
   2.50000000e-01 -4.25000000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 33450.75, Episode: 1, Step: 5537
State: [[  1.           1.           1.           0.40482094   0.25
  -42.75         0.75      ]], Action: 0, Reward: 25, Score: 33475.75, Episode: 1, Step: 5538
State: [[  1.    1.    1.    1.    0.5 -43.    0.5]], Action: 0, Reward: 25, Score: 33500.75, Episode: 1, Step: 5539
State: [[  1.     1.     1.     1.     0.75 -43.25   0.25]], Action: 4, Reward: -50, Score: 33450.75, Episode: 1, Step: 5540
State: [[  1.           1.           1.           0.40495866   0.25
  -43.5          0.75      ]], Action: 4, Reward: -50, Score: 33400.75, Episode: 1, Step: 5541
State: [[  1.           1.           1.           0.40380633   0.25
  -43.75         0.75      ]], Action: 0, Reward: 25, Score: 33425.75, Episode: 1, Step: 5542
State: [[  1.           1.           1.           0.40459454   0.25
  -44.           0.75      ]], Action: 0, Reward: 25, Score: 33450.75, Episode: 1, Step: 5543
State: [[  1.           1.           1.           0.40542507   0.25
  -44.25         0.75      ]], Action: 0, Reward: 25, Score: 33475.75, Episode: 1, Step: 5544
State: [[  1.    1.    1.    1.    0.5 -44.5   0.5]], Action: 0, Reward: 25, Score: 33500.75, Episode: 1, Step: 5545
State: [[  1.     1.     1.     1.     0.75 -44.75   0.25]], Action: 4, Reward: -50, Score: 33450.75, Episode: 1, Step: 5546
State: [[  1.           1.           1.           0.40476832   0.25
  -45.           0.75      ]], Action: 4, Reward: -50, Score: 33400.75, Episode: 1, Step: 5547
State: [[  1.           1.           1.           0.40402467   0.25
  -45.25         0.75      ]], Action: 0, Reward: 25, Score: 33425.75, Episode: 1, Step: 5548
State: [[  1.          1.          1.          0.4050659   0.25      -45.5
    0.75     ]], Action: 0, Reward: 25, Score: 33450.75, Episode: 1, Step: 5549
State: [[  1.     1.     1.     1.     0.5  -45.75   0.5 ]], Action: 0, Reward: 25, Score: 33475.75, Episode: 1, Step: 5550
State: [[  1.     1.     1.     1.     0.75 -46.     0.25]], Action: 0, Reward: 25, Score: 33500.75, Episode: 1, Step: 5551
State: [[  1.     1.     1.     1.     1.   -46.25   0.  ]], Action: 4, Reward: -50, Score: 33450.75, Episode: 1, Step: 5552
State: [[  1.           1.           1.           0.40464066   0.25
  -46.5          0.75      ]], Action: 4, Reward: -9.375, Score: 33441.375, Episode: 1, Step: 5553
State: [[  1.           1.           1.           0.40313735   0.25
  -46.75         0.75      ]], Action: 0, Reward: 25, Score: 33466.375, Episode: 1, Step: 5554
State: [[  1.           1.           1.           0.40379555   0.25
  -47.           0.75      ]], Action: 0, Reward: 25, Score: 33491.375, Episode: 1, Step: 5555
State: [[  1.           1.           1.           0.40465105   0.25
  -47.25         0.75      ]], Action: 0, Reward: 25, Score: 33516.375, Episode: 1, Step: 5556
State: [[  1.    1.    1.    1.    0.5 -47.5   0.5]], Action: 0, Reward: 25, Score: 33541.375, Episode: 1, Step: 5557
State: [[  1.     1.     1.     1.     0.75 -47.75   0.25]], Action: 4, Reward: -50, Score: 33491.375, Episode: 1, Step: 5558
State: [[  1.           1.           1.           0.40357918   0.25
  -48.           0.75      ]], Action: 4, Reward: -50, Score: 33441.375, Episode: 1, Step: 5559
State: [[ 1.00000000e+00  1.00000000e+00  1.00000000e+00  2.01898799e-02
   2.50000000e-01 -4.82500000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 33466.375, Episode: 1, Step: 5560
State: [[  1.           1.           1.           0.40291314   0.25
  -48.5          0.75      ]], Action: 0, Reward: 25, Score: 33491.375, Episode: 1, Step: 5561
State: [[  1.           1.           1.           0.40375929   0.25
  -48.75         0.75      ]], Action: 0, Reward: 25, Score: 33516.375, Episode: 1, Step: 5562
State: [[  1.           1.           1.           0.40449251   0.25
  -49.           0.75      ]], Action: 0, Reward: 25, Score: 33541.375, Episode: 1, Step: 5563
State: [[  1.     1.     1.     1.     0.5  -49.25   0.5 ]], Action: 0, Reward: 25, Score: 33566.375, Episode: 1, Step: 5564
State: [[  1.     1.     1.     1.     0.75 -49.5    0.25]], Action: 4, Reward: -50, Score: 33516.375, Episode: 1, Step: 5565
State: [[  1.          1.          1.          0.4030708   0.25      -49.75
    0.75     ]], Action: 4, Reward: -50, Score: 33466.375, Episode: 1, Step: 5566
State: [[ 1.00000000e+00  1.00000000e+00  1.00000000e+00  2.02307149e-02
   2.50000000e-01 -5.00000000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 33491.375, Episode: 1, Step: 5567
State: [[  1.           1.           1.           0.40218427   0.25
  -50.25         0.75      ]], Action: 0, Reward: 25, Score: 33516.375, Episode: 1, Step: 5568
State: [[  1.           1.           1.           0.40282473   0.25
  -50.5          0.75      ]], Action: 0, Reward: 25, Score: 33541.375, Episode: 1, Step: 5569
State: [[  1.           1.           1.           0.40362048   0.25
  -50.75         0.75      ]], Action: 0, Reward: 25, Score: 33566.375, Episode: 1, Step: 5570
State: [[  1.           1.           1.           0.40466357   0.25
  -51.           0.75      ]], Action: 0, Reward: 25, Score: 33591.375, Episode: 1, Step: 5571
State: [[  1.     1.     1.     1.     0.5  -51.25   0.5 ]], Action: 0, Reward: 25, Score: 33616.375, Episode: 1, Step: 5572
State: [[  1.     1.     1.     1.     0.75 -51.5    0.25]], Action: 4, Reward: -50, Score: 33566.375, Episode: 1, Step: 5573
State: [[  1.           1.           1.           0.40335221   0.25
  -51.75         0.75      ]], Action: 4, Reward: -50, Score: 33516.375, Episode: 1, Step: 5574
State: [[  1.           1.           1.           0.40125085   0.25
  -52.           0.75      ]], Action: 0, Reward: 25, Score: 33541.375, Episode: 1, Step: 5575
State: [[  1.          1.          1.          0.4021188   0.25      -52.25
    0.75     ]], Action: 0, Reward: 25, Score: 33566.375, Episode: 1, Step: 5576
State: [[  1.           1.           1.           0.40287415   0.25
  -52.5          0.75      ]], Action: 0, Reward: 25, Score: 33591.375, Episode: 1, Step: 5577
State: [[  1.           1.           1.           0.40380375   0.25
  -52.75         0.75      ]], Action: 0, Reward: 25, Score: 33616.375, Episode: 1, Step: 5578
State: [[  1.           1.           1.           0.40477284   0.25
  -53.           0.75      ]], Action: 0, Reward: 25, Score: 33641.375, Episode: 1, Step: 5579
State: [[  1.     1.     1.     1.     0.5  -53.25   0.5 ]], Action: 0, Reward: 25, Score: 33666.375, Episode: 1, Step: 5580
State: [[  1.     1.     1.     1.     0.75 -53.5    0.25]], Action: 4, Reward: -50, Score: 33616.375, Episode: 1, Step: 5581
State: [[  1.           1.           1.           0.40278765   0.25
  -53.75         0.75      ]], Action: 4, Reward: -50, Score: 33566.375, Episode: 1, Step: 5582
State: [[  1.           1.           1.           0.40052865   0.25
  -54.           0.75      ]], Action: 0, Reward: 25, Score: 33591.375, Episode: 1, Step: 5583
State: [[  1.           1.           1.           0.40136611   0.25
  -54.25         0.75      ]], Action: 0, Reward: 25, Score: 33616.375, Episode: 1, Step: 5584
State: [[  1.          1.          1.          0.4020825   0.25      -54.5
    0.75     ]], Action: 0, Reward: 25, Score: 33641.375, Episode: 1, Step: 5585
State: [[  1.           1.           1.           0.40288908   0.25
  -54.75         0.75      ]], Action: 0, Reward: 25, Score: 33666.375, Episode: 1, Step: 5586
State: [[  1.           1.           1.           0.40371512   0.25
  -55.           0.75      ]], Action: 0, Reward: 25, Score: 33691.375, Episode: 1, Step: 5587
State: [[  1.     1.     1.     1.     0.5  -55.25   0.5 ]], Action: 0, Reward: 25, Score: 33716.375, Episode: 1, Step: 5588
State: [[  1.     1.     1.     1.     0.75 -55.5    0.25]], Action: 4, Reward: -50, Score: 33666.375, Episode: 1, Step: 5589
State: [[  1.           1.           1.           0.40125199   0.25
  -55.75         0.75      ]], Action: 4, Reward: -50, Score: 33616.375, Episode: 1, Step: 5590
State: [[  1.           1.           1.           0.39962536   0.25
  -56.           0.75      ]], Action: 0, Reward: 25, Score: 33641.375, Episode: 1, Step: 5591
State: [[  1.           1.           1.           0.40087726   0.25
  -56.25         0.75      ]], Action: 0, Reward: 25, Score: 33666.375, Episode: 1, Step: 5592
State: [[  1.           1.           1.           0.40198418   0.25
  -56.5          0.75      ]], Action: 0, Reward: 25, Score: 33691.375, Episode: 1, Step: 5593
State: [[  1.           1.           1.           0.40347155   0.25
  -56.75         0.75      ]], Action: 0, Reward: 25, Score: 33716.375, Episode: 1, Step: 5594
State: [[  1.    1.    1.    1.    0.5 -57.    0.5]], Action: 0, Reward: 25, Score: 33741.375, Episode: 1, Step: 5595
State: [[  1.     1.     1.     1.     0.75 -57.25   0.25]], Action: 4, Reward: -50, Score: 33691.375, Episode: 1, Step: 5596
State: [[  1.           1.           1.           0.40271123   0.25
  -57.5          0.75      ]], Action: 4, Reward: -50, Score: 33641.375, Episode: 1, Step: 5597
State: [[  1.          1.          1.          0.3998057   0.25      -57.75
    0.75     ]], Action: 0, Reward: 25, Score: 33666.375, Episode: 1, Step: 5598
State: [[  1.           1.           1.           0.40087973   0.25
  -58.           0.75      ]], Action: 0, Reward: 25, Score: 33691.375, Episode: 1, Step: 5599
State: [[  1.           1.           1.           0.40172325   0.25
  -58.25         0.75      ]], Action: 0, Reward: 25, Score: 33716.375, Episode: 1, Step: 5600
State: [[  1.           1.           1.           0.40252782   0.25
  -58.5          0.75      ]], Action: 0, Reward: 25, Score: 33741.375, Episode: 1, Step: 5601
State: [[  1.           1.           1.           0.40372111   0.25
  -58.75         0.75      ]], Action: 0, Reward: 25, Score: 33766.375, Episode: 1, Step: 5602
State: [[  1.    1.    1.    1.    0.5 -59.    0.5]], Action: 0, Reward: 25, Score: 33791.375, Episode: 1, Step: 5603
State: [[  1.     1.     1.     1.     0.75 -59.25   0.25]], Action: 0, Reward: 25, Score: 33816.375, Episode: 1, Step: 5604
State: [[  1.    1.    1.    1.    1.  -59.5   0. ]], Action: 4, Reward: -50, Score: 33766.375, Episode: 1, Step: 5605
State: [[  1.           1.           1.           0.40182821   0.25
  -59.75         0.75      ]], Action: 4, Reward: -9.375, Score: 33757.0, Episode: 1, Step: 5606
State: [[  1.           1.           1.           0.39868671   0.25
  -60.           0.75      ]], Action: 0, Reward: 25, Score: 33782.0, Episode: 1, Step: 5607
State: [[  1.           1.           1.           0.39951092   0.25
  -60.25         0.75      ]], Action: 0, Reward: 25, Score: 33807.0, Episode: 1, Step: 5608
State: [[  1.           1.           1.           0.40039306   0.25
  -60.5          0.75      ]], Action: 0, Reward: 25, Score: 33832.0, Episode: 1, Step: 5609
State: [[  1.           1.           1.           0.40119021   0.25
  -60.75         0.75      ]], Action: 0, Reward: 25, Score: 33857.0, Episode: 1, Step: 5610
State: [[  1.           1.           1.           0.40214432   0.25
  -61.           0.75      ]], Action: 0, Reward: 25, Score: 33882.0, Episode: 1, Step: 5611
State: [[  1.           1.           1.           0.40327511   0.25
  -61.25         0.75      ]], Action: 0, Reward: 25, Score: 33907.0, Episode: 1, Step: 5612
State: [[  1.    1.    1.    1.    0.5 -61.5   0.5]], Action: 0, Reward: 25, Score: 33932.0, Episode: 1, Step: 5613
State: [[  1.     1.     1.     1.     0.75 -61.75   0.25]], Action: 4, Reward: -50, Score: 33882.0, Episode: 1, Step: 5614
State: [[  1.           1.           1.           0.40036006   0.25
  -62.           0.75      ]], Action: 1, Reward: -10, Score: 33872.0, Episode: 1, Step: 5615
State: [[  1.           1.           1.           0.39782728   0.25
  -62.25         0.75      ]], Action: 0, Reward: 25, Score: 33897.0, Episode: 1, Step: 5616
State: [[  1.           1.           1.           0.39868608   0.25
  -62.5          0.75      ]], Action: 0, Reward: 25, Score: 33922.0, Episode: 1, Step: 5617
State: [[  1.           1.           1.           0.39974382   0.25
  -62.75         0.75      ]], Action: 0, Reward: 25, Score: 33947.0, Episode: 1, Step: 5618
State: [[  1.           1.           1.           0.40105205   0.25
  -63.           0.75      ]], Action: 0, Reward: 25, Score: 33972.0, Episode: 1, Step: 5619
State: [[  1.           1.           1.           0.40223622   0.25
  -63.25         0.75      ]], Action: 0, Reward: 25, Score: 33997.0, Episode: 1, Step: 5620
State: [[  1.           1.           1.           0.40316795   0.25
  -63.5          0.75      ]], Action: 0, Reward: 25, Score: 34022.0, Episode: 1, Step: 5621
State: [[ 1.00000000e+00  1.00000000e+00  1.00000000e+00  5.38534379e-02
   2.50000000e-01 -6.37500000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34047.0, Episode: 1, Step: 5622
State: [[  1.           1.           1.           0.40108296   0.25
  -64.           0.75      ]], Action: 0, Reward: 25, Score: 34072.0, Episode: 1, Step: 5623
State: [[  1.           1.           0.06682647   0.39987501   0.25
  -64.25         0.75      ]], Action: 0, Reward: 25, Score: 34097.0, Episode: 1, Step: 5624
State: [[ 1.00000000e+00  1.00000000e+00  6.34541184e-02  3.99042049e-01
   2.50000000e-01 -6.45000000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34122.0, Episode: 1, Step: 5625
State: [[ 1.00000000e+00  1.00000000e+00  6.01770464e-02  3.98184053e-01
   2.50000000e-01 -6.47500000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34147.0, Episode: 1, Step: 5626
State: [[ 1.0000000e+00  1.0000000e+00  5.7349311e-02  3.9787258e-01
   2.5000000e-01 -6.5000000e+01  7.5000000e-01]], Action: 0, Reward: 25, Score: 34172.0, Episode: 1, Step: 5627
State: [[ 1.00000000e+00  1.00000000e+00  5.51585411e-02  3.98047424e-01
   2.50000000e-01 -6.52500000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34197.0, Episode: 1, Step: 5628
State: [[ 1.00000000e+00  1.00000000e+00  5.37252609e-02  3.98192644e-01
   2.50000000e-01 -6.55000000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34222.0, Episode: 1, Step: 5629
State: [[ 1.00000000e+00  1.00000000e+00  5.26098639e-02  3.98423438e-01
   2.50000000e-01 -6.57500000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34247.0, Episode: 1, Step: 5630
State: [[ 1.00000000e+00  1.00000000e+00  5.12642254e-02  3.98773715e-01
   2.50000000e-01 -6.60000000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34272.0, Episode: 1, Step: 5631
State: [[ 1.00000000e+00  1.00000000e+00  5.01280703e-02  3.99225667e-01
   2.50000000e-01 -6.62500000e+01  7.50000000e-01]], Action: 0, Reward: 25, Score: 34297.0, Episode: 1, Step: 5632
State: [[  1.           1.           1.           0.39993148   0.25
  -66.5          0.75      ]], Action: 0, Reward: 25, Score: 34322.0, Episode: 1, Step: 5633
State: [[  1.           1.           1.           0.40084994   0.25
  -66.75         0.75      ]], Action: 0, Reward: 25, Score: 34347.0, Episode: 1, Step: 5634
State: [[  1.           1.           1.           0.40186677   0.25
  -67.           0.75      ]], Action: 0, Reward: 25, Score: 34372.0, Episode: 1, Step: 5635
State: [[  1.           1.           1.           0.40288269   0.25
  -67.25         0.75      ]], Action: 1, Reward: -10, Score: 34362.0, Episode: 1, Step: 5636
State: [[  1.           1.           1.           0.40037708   0.25
  -67.5          0.75      ]], Action: 1, Reward: -10, Score: 34352.0, Episode: 1, Step: 5637
State: [[  1.           1.           1.           0.39765924   0.25
  -67.75         0.75      ]], Action: 1, Reward: -10, Score: 34342.0, Episode: 1, Step: 5638
State: [[ 1.00000000e+00  1.00000000e+00  5.00972452e-02  3.95538674e-01
   2.50000000e-01 -6.80000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34332.0, Episode: 1, Step: 5639
State: [[ 1.00000000e+00  1.00000000e+00  5.20647680e-02  3.94052845e-01
   2.50000000e-01 -6.82500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34322.0, Episode: 1, Step: 5640
State: [[ 1.00000000e+00  1.00000000e+00  5.46457124e-02  3.93133528e-01
   2.50000000e-01 -6.85000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34312.0, Episode: 1, Step: 5641
State: [[ 1.00000000e+00  1.00000000e+00  5.81739544e-02  3.92600101e-01
   2.50000000e-01 -6.87500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34302.0, Episode: 1, Step: 5642
State: [[ 1.00000000e+00  1.00000000e+00  6.22916680e-02  3.92637654e-01
   2.50000000e-01 -6.90000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34292.0, Episode: 1, Step: 5643
State: [[ 1.00000000e+00  1.00000000e+00  5.94782400e-02  3.91888794e-01
   2.50000000e-01 -6.92500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34282.0, Episode: 1, Step: 5644
State: [[ 1.00000000e+00  1.00000000e+00  5.57812948e-02  3.91258241e-01
   2.50000000e-01 -6.95000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34272.0, Episode: 1, Step: 5645
State: [[ 1.00000000e+00  1.00000000e+00  5.22878884e-02  3.90794609e-01
   2.50000000e-01 -6.97500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34262.0, Episode: 1, Step: 5646
State: [[  1.           1.           1.           0.39058014   0.25
  -70.           0.75      ]], Action: 1, Reward: -10, Score: 34252.0, Episode: 1, Step: 5647
State: [[  1.           1.           1.           0.39053856   0.25
  -70.25         0.75      ]], Action: 1, Reward: -10, Score: 34242.0, Episode: 1, Step: 5648
State: [[  1.           1.           1.           0.39060842   0.25
  -70.5          0.75      ]], Action: 1, Reward: -10, Score: 34232.0, Episode: 1, Step: 5649
State: [[ 1.00000000e+00  1.00000000e+00  5.04821222e-02  3.90750032e-01
   2.50000000e-01 -7.07500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34222.0, Episode: 1, Step: 5650
State: [[ 1.00000000e+00  1.00000000e+00  5.05575951e-02  3.89604366e-01
   2.50000000e-01 -7.10000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34212.0, Episode: 1, Step: 5651
State: [[ 1.00000000e+00  1.00000000e+00  5.02407533e-02  3.87724176e-01
   2.50000000e-01 -7.12500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34202.0, Episode: 1, Step: 5652
State: [[ 1.00000000e+00  1.00000000e+00  5.00912126e-02  3.86066505e-01
   2.50000000e-01 -7.15000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34192.0, Episode: 1, Step: 5653
State: [[  1.          1.          1.          0.3844885   0.25      -71.75
    0.75     ]], Action: 1, Reward: -10, Score: 34182.0, Episode: 1, Step: 5654
State: [[  1.           1.           1.           0.38288027   0.25
  -72.           0.75      ]], Action: 1, Reward: -10, Score: 34172.0, Episode: 1, Step: 5655
State: [[  1.           1.           1.           0.38136373   0.25
  -72.25         0.75      ]], Action: 1, Reward: -10, Score: 34162.0, Episode: 1, Step: 5656
State: [[  1.           1.           1.           0.38003614   0.25
  -72.5          0.75      ]], Action: 1, Reward: -10, Score: 34152.0, Episode: 1, Step: 5657
State: [[  1.          1.          1.          0.3790678   0.25      -72.75
    0.75     ]], Action: 1, Reward: -10, Score: 34142.0, Episode: 1, Step: 5658
State: [[  1.          1.          1.          0.3778782   0.25      -73.
    0.75     ]], Action: 1, Reward: -10, Score: 34132.0, Episode: 1, Step: 5659
State: [[  1.          1.          1.          0.3766371   0.25      -73.25
    0.75     ]], Action: 1, Reward: -10, Score: 34122.0, Episode: 1, Step: 5660
State: [[ 1.00000000e+00  1.00000000e+00  5.10644892e-02  3.75584433e-01
   2.50000000e-01 -7.35000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34112.0, Episode: 1, Step: 5661
State: [[ 1.00000000e+00  1.00000000e+00  5.53184681e-02  1.41584025e-01
   2.50000000e-01 -7.37500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34102.0, Episode: 1, Step: 5662
State: [[ 1.00000000e+00  1.00000000e+00  5.63016523e-02  1.41575210e-01
   2.50000000e-01 -7.40000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34092.0, Episode: 1, Step: 5663
State: [[ 1.00000000e+00  1.00000000e+00  6.02757382e-02  3.41250653e-02
   2.50000000e-01 -7.42500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34082.0, Episode: 1, Step: 5664
State: [[ 1.00000000e+00  1.00000000e+00  5.86642700e-02  3.46160151e-02
   2.50000000e-01 -7.45000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34072.0, Episode: 1, Step: 5665
State: [[ 1.00000000e+00  1.00000000e+00  5.86742783e-02  3.46778896e-02
   2.50000000e-01 -7.47500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34062.0, Episode: 1, Step: 5666
State: [[ 1.00000000e+00  1.00000000e+00  5.86430110e-02  3.40681664e-02
   2.50000000e-01 -7.50000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34052.0, Episode: 1, Step: 5667
State: [[ 1.00000000e+00  1.00000000e+00  5.41311647e-02  3.72291688e-02
   2.50000000e-01 -7.52500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34042.0, Episode: 1, Step: 5668
State: [[  1.           1.           1.           0.13748926   0.25
  -75.5          0.75      ]], Action: 1, Reward: -10, Score: 34032.0, Episode: 1, Step: 5669
State: [[ 1.00000000e+00  1.00000000e+00  5.03050960e-02  3.68102194e-01
   2.50000000e-01 -7.57500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34022.0, Episode: 1, Step: 5670
State: [[ 1.00000000e+00  1.00000000e+00  5.13721225e-02  3.65676638e-01
   2.50000000e-01 -7.60000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34012.0, Episode: 1, Step: 5671
State: [[ 1.00000000e+00  1.00000000e+00  5.08355077e-02  6.82066362e-02
   2.50000000e-01 -7.62500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 34002.0, Episode: 1, Step: 5672
State: [[ 1.00000000e+00  1.00000000e+00  5.04128710e-02  3.70538178e-02
   2.50000000e-01 -7.65000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33992.0, Episode: 1, Step: 5673
State: [[ 1.00000000e+00  1.00000000e+00  8.88861443e-02  3.51523071e-02
   2.50000000e-01 -7.67500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33982.0, Episode: 1, Step: 5674
State: [[ 1.00000000e+00  1.00000000e+00  5.02942698e-02  3.57710979e-02
   2.50000000e-01 -7.70000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33972.0, Episode: 1, Step: 5675
State: [[ 1.00000000e+00  9.86108274e-01  8.95350941e-02  3.37759232e-02
   2.50000000e-01 -7.72500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33962.0, Episode: 1, Step: 5676
State: [[ 1.00000000e+00  9.82257909e-01  8.90857668e-02  3.12884470e-02
   2.50000000e-01 -7.75000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33952.0, Episode: 1, Step: 5677
State: [[ 1.00000000e+00  9.79494664e-01  9.25600324e-02  2.93410714e-02
   2.50000000e-01 -7.77500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33942.0, Episode: 1, Step: 5678
State: [[ 1.00000000e+00  9.77469090e-01  9.28565604e-02  2.80109205e-02
   2.50000000e-01 -7.80000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33932.0, Episode: 1, Step: 5679
State: [[ 1.00000000e+00  9.76352046e-01  8.94160895e-02  2.93627601e-02
   2.50000000e-01 -7.82500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33922.0, Episode: 1, Step: 5680
State: [[ 1.00000000e+00  9.74203700e-01  9.33001666e-02  2.79224987e-02
   2.50000000e-01 -7.85000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33912.0, Episode: 1, Step: 5681
State: [[ 1.00000000e+00  9.72660606e-01  9.34287082e-02  2.70582277e-02
   2.50000000e-01 -7.87500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33902.0, Episode: 1, Step: 5682
State: [[ 1.00000000e+00  9.71262436e-01  9.37044697e-02  2.69619974e-02
   2.50000000e-01 -7.90000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33892.0, Episode: 1, Step: 5683
State: [[ 1.00000000e+00  9.67871695e-01  9.07734031e-02  2.73085733e-02
   2.50000000e-01 -7.92500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: 33882.0, Episode: 1, Step: 5684
State: [[ 1.00000000e+00  9.63647705e-01  9.14562802e-02  2.70456536e-02
